text_clean,label
gw juga pernah sering dihubungi orang yang gw aja gak kenal trus gw bilang ke ibu aku katanya ibu aku suruh blok aja nomernya,1
semangat bg,1
gw hbis instal get contact playstore gw tiba langsung mental keluartiap dibuka jg gitu trs mental keluar,1
sering bikin konten ginian bang buat edukasi,1
trus gimana cara biar kita lihat org nge save kita atau ngeliat nomor org lain di save apa ada aplikasi lain ga sih,1
makasih infonya min,1
"siapa yang udh pake apk ini
ayo mana suaranya",1
makasih pembelajarannya bang subreker sejak abang main hanzo all role roam jung exp dsb,1
apk ini apakah bisa mengetahui isi obrolan kita dichatpesan,1
gara gara kemarin penipuan abang gappermind jadi aktif ngasih info tentang aplikasi dan penipuan berkedok sms atau telepon gitu dah memang ya yang beginian wajib ditangani secepatnya bang gappermind,1
selain dapet tau nama org nama kita pun dapat di liat orang ada kelebihan ada kekurangan,1
"dulu sempat install ini apk bahkan ampe sekarang msh ada 
seketika setelah nonton video ini langsung uninstall
terimakasih edukasinya",1
berarti semua aplikasi di playstore tidak aman ya karena saya kasih izin semuanya untuk mengakses gak cuma get contact,2
maksih bang infonya berguna banget,1
"bulan gak nonton live udah upgrade kamarnya ke level studio
mantap bang",2
haduh terlanjur bang jadi nyesel,1
gitu ya bang ternyata bahaya ya,0
bang barusan aq download tpi udh ngijinin semua tpi blm daftar imel apakah sudah bisa melacak tentang vidio foto dll,1
aku pakai email utama lagi langsung aku hapus akun getconntact nya alasan nya udah kaga makai itu apk lagi jadi takut gw soalnya baru aja tadi aku login di bilangin teman gw tu get contact ga aman,2
wah ini dia viren sudah dngn mudahnya orng tau kita krna aplikasi ini mengumpulkan data kita,1
"lah gw barusan ditelpon bangno gak dikenal bang
nanyain ibu gua lagi 

mereka ngatasnamain dari pemberdayaan usaha usah gitu lah
dari jakpussayangnya gw lupa rekam bjir",1
bang saya ko setelah donlod apk getcontak katanya aman tapi ko setelah saya instal dan masuknya pake imel tapi setelah berapa hari pake getcontak ada aja yg nlp no hp yg nga saya kenal bahkan mau nipu,2
makasih ya rival ehhe,1
siap bach klo ada informasi bgini akan selalu gw bagikan,1
yess gw ga akan pelit kasih informasi bgini,1
wah makasih jg udh nntn ya rphl d,1
yes fernandito krna gw ga mau orng kelawatan info bgini gw ga akan ninggalin game tp klo emng ada topik info yg gw bisa bahas bgini gw akan bahas,1
yess ini miz artinya data lu mudah banget diambil,1
iya kebanyakan orang tau fungsinya tapi ga tau resikonya,1
sdh terlambat bg sudah terlanjur di ambil data nya,1
makasih juga ali senang info yg gw sampaikan mudah dipahami,1
makasih jg rafael smoga bs membantu bgt yaa,2
makasih dranggo oh ya ini kamar emng gw renov dri tahun lalu cmn emng facecam bgini pas momen informasi penting bgini aja makany jd bisa liat kamar skrng d,1
pertama min,1
bang saya mau nanya nihmaaf bang saya orang awam kira kira aplikasi get contact ini sebenarnya dia ngeremotmeretas kamera tidak tanpa sepengetahuan saya karena saya sudah izinkan akses kamera tapi saya tidak menggunakan kamera di dalam aplikasi get contactkira kira benar tidak ya aplikasi get contact bisa menggunakan kamera tanpa sepengetahuan saya,1
kalau dah dihapus aman gak bang sudah hp kita,2
mending manfaatin fitur blokir panggilan yang gak di kenal sih,1
"bang  temen aku kan pakai getcontak nah dia sering kepoin aq  sampai aku von siapa 
chat siapa  dia bisa taunah cara buat  stoop biar gak di kepon gimna banng",1
untuk perizinan seperti kamera dan mikrofonbisa di matikan di setelan caranya tekan lama aplikasi nya trus info aplikasi pilih perizinan aplikasi ntr kliatana apa aja yg izinkan batalkan izin yg gamau diksi,1
hadir bang nanti live gk bang,1
bang konten kayak gini dijadikan  playlist baru dong bang,1
bang ap dengn aplikasi getcontk org lain bsa tau yg kita tlpon siapany mksdy kyk dsadap gitu stts aktvts pnggiln kita bhkn smp tau nm yg nlpon,1
klo nama blkg nya nama orang pob mksdnya apa ya,1
semangat bang bikin kontennya tpi harus hati hati juga ya bangg siapa tauu orang dalem getcontact ga suka sama konten ini,2
bisa aja beli kartu perdana banyak lalu simpan banyak nomor  saingan bisnis dengan nama yang jelek,0
thank you bang gw langsung uninstall get contact,1
bener jg dua sisi mata uang nya berguna nya mmbahayakan,1
kyk nya yang di telpon orang enggak kenal di jual itu nomer nya ke third party ke orang jadi bnyk yg nelpon soal nya saya pengguna kartu yg ganti ganti mulu dan kartu utama nya kaga pernah kepake kaga pernah dapet telpon gaje,1
iya bner bgt karena get c minta izin sms dllorang lain juga tau nomer kita dan nama kita di simpan dengan orang lain bahkan ratusan orang tau nama kita,1
semua aplikasi di playstore kalau instal izinkan baca foto  kamera dll  agak bahaya,0
"gw juga ragu sama apk ginian cuman temen gua pada sv anehaneh jadinya gw hide nomor gua biar gak di cap aneh takut di cek sama pt misalnya
next gw apus aja dah",1
mantapp bangg dani subscriber udah k tapi hp lu ngapa androidnhang ga ip  pro max,1
"aplikasi penebar fitnah saya dulu pernh ditake nama yg gak sopan dan kurang ajar
sumpah bagusnya dibanned nih aplikasi bukanya ngebantu malah jadiin ladang fitnah",1
mntp ahmad makasih udh hadir d,1
selalu mampir gw bang tapi sering telat  jarang komen di video,1
yes ini mnding pke fitur dri hp aja,1
nah ini klo yg tau nah yg bahaya itu adalah udh bertahuntahun dia install izin mikrofon dan kamera baru dia matikan skrng,0
kalo dimatikan izin nya ga bsa dipake apk nya jd mending uninstall,1
gabisa dri mana yg lu matiinn izin kamera sma mikrofon gw aja bisa kok selagi apknya ga lu jdiin aplikasi default untuk nelpon izin mikrofon ga perlu aktif,1
makasih udh hadir afri yes live kyk biasa ya,1
aman   udh gw bkin ehhe,2
hahaha siap wahyu krna gw ga sendiri bnyk creator lain yg bahas klo ad yg ga bnr hrus bersuara,1
semangat bang,1
kalo cuman di uninstall tetep bisa ketahuan bro cara efektif nya itu nonaktifkan akun get contacts nya untuk caranya coba tonton di yt,1
nah itu bisa tuh makasih tips nya bro,1
yes farell sudah bnyk bgt yg menyampaikan ini di youtube dan apa bahaya nya gw sampaikan dsini biar jngn ada yg kejadian di kalian,0
yesss dan kita bru sadar stlh informasi bgini disampaikan makanya gw blg,1
makasi bang infonya,1
yess mereka jual nomor bnyk gt ke orng yg mau beli biasa pas kalian isi pulsa di counter,1
dijual ke kolektor pinjol kak bajingan emg,1
yess ujung nya kalo ada orng niat jahat sangat mudah mengumpulkan data ini,1
yes tp ada bbrp aplikasi kayak whatsapp yg encrypted data nya itu bagus jd hanya penerima dan pengirim tp aplikasi kyk getcontact dan sejenisnya emng terangan ambil data,2
yes imbas bahaya nya ke kerjaan mas dan data kita emng udh ga ada private nya lg sejak install aplikasi ini data kontak,0
yes makasih ohoh oh dri dlu ga pke iphone emng alasannya itu aja,1
makanya kyk gw jelasin divideo,1
waduh bang gw aja udah make udah  tahunan cok gawat sih ini,1
iya gw juga mikir dulu pas apk ini viral mending jangan download dah ngeri soalnya,1
gw awalnya ini buat liat penipu atau gk soalnya gw sering kena tipu ribu lebih nah pas gw pernah ingat yg diizinin gw jadi mikir ini aman atau gk ya,1
bang kalo bisa nih suruh orang lapakhuda nya buat tambahin game last war soalnya ane gak tau mau top up dimana lagi kalo gak di lapakhudasemoga di baca,2
"waduh baru aja gua guna lima menit lalu
soalnya gua cari ni mantan gua
yg penting uda sy tahu

gua unistal langsung",1
ane untung gak terlalu peduli soalnya udah lama gak bisa nelpon pake cara biasa,1
semua aplikasi pasti mengambil data kita tanpa kita sadari,1
jadi bahas beginian abis kena tipu haha,1
aplikasi yg sangat berbahaya spam nomor org lain tanpa bukti yg jelas,1
gw pernah donlot apk ini dan ada yg ngasih nama dr azakawa wkwkwkwk,1
bener gw dlu pernah sempet donlot karna mau tau nama kontak eh pas mau dipake izin nya banyak bgt mnurut gw ga worth it langsung gw uninstall gajadi pake wkwk,1
request kalau aplikasi antivirus gimana bg,1
"terimakasih banyak bang atas informasinya  
semoga bisa  juta subscribe pada bulan ini
aamiin",1
lagi nontonpas bagian tengah langsung ada iklan get contact,1
aku pernah download apk dari google chrome  mlah kena virus,1
aplikasi ini pedang bermata,1
gas uninstal tiba kuncul d beranda yt  thanks bang slahsatu channel gua tonton klo lgi cari knowladge tentang ml,1
"bang gappermind 
mau tanya kalau dah install get contact lama trus barusan dihapus akibat nonton video bang gappermindapa yang saya lakukan sekarang bnh
soalnya sekarang syaa bingung",1
kalo hapus akunnya apakah udah aman setelah itu hapus aplikasi nya ya mungkin ada lah viewers di sini yg udah instal ttp waspada,2
data kita udah disebar sama pemrintah duluan bg,1
iya ini gw dpt info dri berbagai sumber bahkan gw baca jurnal terkait osint cmn ga ada kats terlambat sih klo emng kamu rasa gw terlalu perlu saran ku hapus aja,1
yess makanya gw sampaikan informasi ini agar semakin bnyk yg sadar manfaat tapi bahayanya ni aplikasi,1
yes ini carkas gw emng ga install aplikasi ini cmn krna bnyk viewer yg malah nyaranin gw install ini pasca kasus kemarin gw lngsung cri tau pas cari tau dan bahaya gini gw bagikan ke kalian,0
buset hahaa last war gass,1
mantappp wkwkke ini buat yg udh terlanjur install,1
wkwke tp data aplikasi ini yg parahh,1
hahah emng dri dlu pingin bkin bgini pas liat hasil nya bagus buat viewer jg jd gass,2
yes ini dia ehhe,1
aahhaha nah itu dia orng lain,1
nah ini dia untung cpet sadar,1
iya ga nyambung sama fungsi nya izin nya terangan kmana mana,1
oh yaaa ini boleh deh gw bhs ada bbrp poin yg bs gw sampaikan,1
aamiin ya allah  makasih alan,1
lah buset krna lg nonton video topik bahas aplikasi nya gw tekankan sekali lg gw ga endorse aplikasi ini bahkan saranin kalian buat hapus,1
siap bg,1
waduh klo ini bahaya sih ttp klo mau download apk dri playstore aja hehe,0
yes ada manfaat tp berbahaya sebagai data kalian,1
wah makasih kenta yes ini lg variasiin konten mlbb sama informasi bgini asal ada yg pnting bakal gw bhs,1
sukses selalu bang,1
utk skrng yg daffa lakuin dh bagus intinya kyk orng berhenti merokok berhenti nya bagus tapi sisa hasil rokok itu psti ada jd berhenti udh pilihan ok setelahnya klo emng daffa ad yg telpon ya bisa tanya via wa atau angkat dan klo ga yakin lngsung tutup,2
yess ttp waspada konsep nya kyk berhenti merokok ahmad berhenti nya bagus tp sisa rokoknya di paru psti membekas yg pnting udh berhenti dan hapus akun,2
keren dah negeri ini wkwk,2
lngsung uninstall,1
masalah yg kemaren gimana sekarang bg,1
sip aku dulu pernah dlowd apk gtcontack otw udhn sama mantan pdkt,1
"cara hapus akun get kontak gimana bang maksudnya cara hilangin data kita di get kontak 

kalo aplikasinya dihapus data kita kan masih tercantum",1
bang ditunggu hasilnya klo akunya udh d hapus jadinya kek gmn plis kontenin ya bang,1
kalau sudah terlanjur install gimana bang,1
walau udah dihapus privasi kita masih ada bg jadi gimana ya,1
ga main hanzo lagi bang,1
no wa gua kok nambah sendiri yapadahal gua gak pernah nambahin no wa tiba tiba ada ke save sendiri no wa nya,1
aku pernah bang kayak di telfon lewat aplikasi shareit,1
kalau biar  nomer kita gak bisa di  liat oleh aplikasi get contact gimana bang,1
jadi bng cukup di hapus aja aplikasi bng,1
bng klo udah kita hapus bakal ke baca gak data kuta di gatcontack,1
bukannya semua aplikasi sekarang gitu ya whats app juga gitu kan berati semua aplikasi ga aman juga ya,2
berarti apakah apple store lebih aman,2
untung gw gk prnah cba apk ginian,1
gw install aplikasi apa aja selalu minta izin bang,1
pantesan dulu pernah ada orang tlp saya dan tau nama saya lalu minta data ktp saya dan orang itu mengatas namakan dari pihak bpjs bilang nya mau dapat uang bantuan tapi orang itu nyuruh saya ngikutin intruksi orang itu di situ saya mulai curiga jadi saya pura bilang suara putus  bpk sampe orangnya jengkel sendiri,1
sudah ku uninstall,1
"untung gua blm install get connatact 

thanks info nya",1
yesss gw jg ksh nampak ktemen gw jg dan mereka jd sadar bahaya ni aplikasi,0
utk yg kmrin pihak bank minta wktu bbrp hari dlu smpe investigasi selesai dtunggu ya d,1
aku masih penasaran siapa yang save nomor ku pakai namanama yang bikin romantis,1
yes jd harus nonaktifin akun nah untuk tutor nya bs cek di youtube d,1
saran ku berhenti  itu aja paling hehe,1
kasus nya kyk berhenti merokok berhenti nya udh bagus tp sisa bekas merokok psti ada yg pnting skrng udh berhenti mnggunakan aplikasinya,2
gmn mau main hanzo hero nya aja diundur revamp nya,1
ini ga install aplikasi getcontact kan,1
iya engga,1
yes ini dia soalnya klo tlpon lewat aplikasi juga artinya udh dpt data dia,1
caranya gimana bang agar tidak telfon di aplikasi shareit,1
caranya suruh temen lu kerabat lu atau siapapun itu jangan pasang getcontact sebab nomor lu kan disimpen dari orang sekitar jadi instal ataupun kagak itu get contact  info lu bakal tersebar kecuali nomor lu nomor baru yg gak pernah dipake buat nelepon ke oranglain ataupun keluarga lu,1
tidak bisa bang harus nomer harus dilogout dr getcontact biar tdk terditeksi,1
whatsapp juga ada tapi mereka encrypt data nya itu bagus sifatnya antara penerima ama pengirim aja yg tau nah klo aplikasi sejenis getcontact dll mereka terangan mengambil data,2
ane make truecoller sdh lama aman aman aja,2
sbnrnya cara kerja nya sama mau di appstore atau playstore kalo aplikasi sejenis bgini data nya akan di ambil trus ama pihak aplikasi sebagai data simpanan mereka di database selama kalian udah kasih ijin pas pertama install aplikasi,1
yes rafa ini langkah yg bner yg jngn coba aku jg cri tau hal ini aja dri berbagai bnyk sumber kesimpulan ku adalah bahaya,0
iya soalnya masa kita bisa tau data orng dan itu jg bsa bhy buat data kita,1
pastinya jngn smpe asal yes yes aja pas aplikasi minta izin nanti aplikasi minta izin buat akses kamera dan mic tanpa kalian sadari pula,1
siap bang semoga bermanfaat,2
yes ini dia krna mereka klo dh targetin  gampang bgt skrng cri tau nya  belum lg data bocor kan,0
mantap ehhe,2
percuma sih bang mau download atau kagak juga gak ngaruh kan yang nyimpan nomor bukan abang doang kecuali nomornya bener privat cuma lu aja yg tau bahkan keluarga atau temen jangan sampai tau,1
thank you bang infonya untung belum download,1
kalau misalnya dari ijin aplikasi tidak di izinkan gimana ya bang apakah aman,2
get contact gelo hrusnya dia cuma ambil data kontak aja tp mnta izin lokasi kontak galeri sms gile aje rawan bgt itu data pnting disalahgunakan,1
"sbner nya get contact ini klo ada fitur buat bisa cari tau lokasi sseorang lbih baguskrna bnyak nya penipuan via tlpwacontoh klo dpt tlp trs di angkat otomatis lokasi dia dmna dn data nya ada
gwe gk prnh pake apk nya tpi ttep sllu waspada trhadap oknum yg gk jlsmerugikan",1
"jujur adanya get contat emang ga ggu banget khususnya dibagian tag ya walaupun masih ada appsnya

btw kalau misal kita hapus get contact tag kita tetep bisa dilihatkan bang",1
pantesan kadang sering di telpon robot pinjol di true caller,1
kalo udah terlanjur di instal gmana bang cara habus nya,1
sempet download  tapi udah ke hapus  aman aja kah bang,2
bang kalo kita hapus akun get contact apakah nama  tagar akan terhapus juga,1
yes gw jelasin disini manfaat nya  apa bahayanya ni aplikasi,1
mungkin ga bs diblg aman tp resiko nya diminimalisir aja,2
oo iya hhmm mesti uninstall ya soalnya akhir ini sering dapat telepon gk jelas coba aja dah di hapus siapa tau gk ada lg,1
makanya soalnya ga ada jaminan aman  jg dri mereka jd sbaiknya hindari,2
yesss selalu waspada diperlukan di hidup  tp emng fitur klo bisa tau lokasi orng makin ga ada privacy lg kecuali ini bs digunakan utk kriminal saja,1
kalo aplikasi game juga banyak mengizinkan media handphone dll kan,1
yes ttp bs kcuali nonaktifin akun klo ga salah,1
"seriusan bang kalau dinonaktifkan akun orang ga bakal bisa liat tagakun kita

btw cara nonaktifin izin micro dan kanera gmna",1
nah ini dia nihh,1
hari robot dc pinjol gonta ganti nomer,1
gw mah setiap pinjolnatau apalangsung di block sama truecoller,1
kesel sama aplikasi ini karena ada kurir yang save nomor ane pake alamat lengkap dan nggak bisa dihapus,1
"siapa sih yang mau baca terms and condition  license agreement
dari jaman windows xp aja manusia pada klik next next next pas instal aplikasi",1
"gini aja lain kali kalau download aplikasi terus dia minta izin kamera padahal harusnya gak ada fitur yang berhubungan dengan kamera maka bisa jadi tu aplikasi adalah aplikasi spyware 
berlaku ke semua izin yang diminta
edit tapi kita gak perlu se khawatir itu kalau pakai samsung ada knox atau kalau di android  keatas ada fitur remove all permission when app unsued jadi ya aman aman aja",2
"catatan penting dari video ini adalah  luangkan waktu dan tetap waspada setiap melihat keterangan info aplikasi terutama di bagian perizinan 

sisi menariknya  cari harga terbaik diskon satu item aja bisa luangkan waktu berjamjam masak nggak ada waktu buat cek perizinan aplikasi yang mau kita install",1
mksi banyak untuk penjelasan nya bang jun aku bru tw klo mreka jg akses penyimpanan n kamera serem banget sih itu,1
berkat get contact saya jd tau mantan saya selingkuh terima kasih get contact,1
"intinya itu untuk menambah tingkat kewaspadaan kita buat ngasih izin akses aplikasi jangan asal oke oke atau next next aja pakai dengan bijak saya juga pakai getcontact atau aplikasi sejenis tapi yang diizinkan hanya izin yang relevan saja yang lain lain tolak sistem android juga sudah cukup aman soal hal beginian 

dan yang perlu diingat hacker atau tracker itu smart mau sistem seaman apapun pasti dicari cara jebolnya pintu data kita diretas itu banyak yang penting kitanya aja yang harus selalu waspada dan teliti

no system is safe",2
dari dulu viral nih apk gak pernah sekalipun niat instal takut nomor orang deket yg ada dalam hp masuk ke database sana perkara orang lain menamai saya apa biarlah jadi rahasia toh di dunia nyata pun sebaikbaiknya seseorang tetep ada hatersnya,1
yang pake samsung udah ada builtin filter telp bawaan dan klo masih perlu get contact bisa diinstall di secure folder environment virtual yg terisolasi dari data utama hp kita,1
thanks bang sudah mengingatkan kita semua gw dulu aware ginian tapi akhirakhir ini udah gk begitu aware gw bakal lebih aware lagi soal izin apps ini,1
kata siapa  buanyak,1
semoga allah lindungi kita semua ya aamiin yaa rabbal aalamiin juga terimakasih banyak kak atas edukasi yang diberikan semoga dibalas allah dengan kebaikan yang menakjubkan aamiin,1
bener banget bangthanks for sharing,1
banyak manfaat nya bang ni aplikasi,1
kominfo pinter bgt ya yg diblokir malah devicenya bukan apknya,1
bagus edukasi seperti ini bang,2
"aku yg pake truecaller lgsg aku cek di perijinan cuma kontak telp sama sms yg gak ada hubungannya gak saya ijinkan dr dulu spt kamera storage dll
sementara blm aku uninstal soalnya emg butuh krn nohp ku buat nokontak warung jd mmg tersebar kemana",1
sebenarnya cukup jadi smart people deh,1
sorry bang apk getcontact udah beberapa kali nyelametin gua yang pencari kerja mengetahui ini panggilan lowker asli atau bodong selain itu juga suka ada telepon dari penipu dan spamer mungkin lebih baik dikurangi aja izin apk nya jangan terlalu paranoid lah bang,1
waspada gpp paranoid jangan,1
bukannya bisa dihapus ya nama yang di save oleh orang lain maksudnya dipilah gitu yang mau ditampilkan dan yang tidak mau ditampilkan di aplikasi getcontact,1
bisa dihapus kok cek aja tutorialnya di yt,1
saya pengguna gratisan bang nggak ada opsi nya harus berlangganan dulu kalo liat komennya,1
nah ini satu kasus contoh yang bagus harusnya sih kalau kita hapus programnya nomor kita juga hilang dari database mereka mungkin bisa dicoba terus cek pake hape lain tapi ya harus berbayar dulu berarti ya,2
bisa kok dijadiin privat sepenuhnya jadi orang lain gabisa liat nomor anda sedikitpun tidak perlu bayar sama sekali,1
beneran,1
gimana caranya kak,1
bisanya cuma di privat atau di hide sedangkan database tetap nyantol cuma akun premium yg bisa akses,1
lah padahal tinggal pilihan disembunyikan saya pengguna gratisan dan bisa kok,1
logout dari app trus hapus nomer dari web nya,1
"bisa kok kan tinggal geser tag yg tidak diinginkan bakal ga nongol hehehehehe
semudah itu",1
yg komen kebanyakan gagal pahammau bisa di hide atau bgmnpunkan dah dijelaskan hati data kita yg ada di hp itu bisa diakses oleh si aplikasi krn kita yg kasih ijin krn kepolosan atau kebodohan kitaemang beda tipisterimakasih bangsaya sudah delete akun dan aplikasi gc per hari inisuami dan anak saya jg melakukan hal yg sama,1
aplikasi kayak gini sebenarnya cukup memudahkan utk ojol kalau mau ngecek nomor pemesan orderan apakah cust real order atau cust yg udah di spam penipu kalo terbukti penipu orderan bisa di cancel,0
bisa dihide bang,1
bisa di hide,1
setuju bisa dihide,1
bisa di hide asal premium dulu getcontact,1
bisa hapus swipe kiri,1
bisa dihapus lunya aja yg gak taumknya pelajarin dulu bru ngomong,1
"bentar ngapain kok getcontact aja
aku tau maksud video ini tapi ketimbang gitu mending gausah main teknologiinternet sekalian ya kan
semua akunaplikasi dll perlu izin akses informasi pribadi kita soalnya",1
biar nomor kita ga bisa di search kayanya bisa masuk web get contact tapi apakah berbayar atau engga saya lupa,1
bisa dihapus  dihidden install dan daftar aja aplikasinya nanti kita bisa liat profil kita sendiri informasinya mana yang mau diremove  dihidden,1
bisa hapus akun nanti dlm sebulan di reset lagi,1
mo gak mau langganan premium,1
aku masih bisa hapus tagnya,1
berarti sebenernya bisa kan,1
bisa dihapus tag nya pakai paket premium,1
bisa dihapus login via web,1
betul,1
bisa disembunyikan coy kalo getcontact,1
bisa dihapus digeser ke kiri nanti ada option sembunyikan,1
bisa dihide koq bang kayaknya juga bisa klu tanpa berbayar,1
getcontact ini harusnya di blokir di indonesia,1
yang penting perusahaanya dah kasih tau termsconditionya ke pengguna biar ngga kena tuntut perusahaanya,1
yes thats the point,1
"yups itulah bodoh nya orang wkwk
lagian aplikasi udah minta izin untuk akses dan kita bisa pilih mau kasih akses apa saja kontak call log dll kalau kita kasih akses ya tanggung jawab kita sendiri wkwk",1
nextnextnext malah kedownload ransomware diem,1
wkwkwkwk saking panjangnya itu terms and condition jadinya scroll langsung kebawah,1
"aku tidak mengatakan bahwa baca terms and condition dll itu gk perlu ya
tapi yang penting adalah kita kasih akses atau enggak dia mau akses kontak pasti izin dulu dia mau akses kamera pasti izin dulu dll kalau kita kasih izin ya sudah tanggung jawab sendiri",1
apa lagi sekarang ada ai kan tinggal di summaries aja kelar,1
tertampar karena fakta ini karena gue salah satu yang males bace license agreement,1
bahkan dalam apply pekerjaan aja rata orang ga baca langsung ttd,1
itu sengaja dibikin panjang  belibet supaya pengguna langsung klik setujutanda tangan di asuransikredit jg gitu,1
bukan cuman ke kamera izin ke galeri juga ngaruh,1
aplikasi sopi minta ijin kamera padahal market place mungkin buat cari produk ulas produk atau komplain produk ya,1
ya kalau itu udah jelas kalau memang gak mau tinggal dihapus aja ijin kamera nya,1
aplikasi pemerintah itu biasanya minta izin begituan gua udah curiga itu memang spyware,1
takutnya malah data yang masuk sana dipake sama oknum ga bertanggung jawab udah mulai banyak laporan kasus orang ga pernah ngutang ke orang lain ga ada cicilan kredit macem macem ga pernah pake pinjol juga eh tiba tiba didatangin debkolektor dibilang punya tagihan pinjol jutaan rupiah belum dibayar,1
sebelum di instal pun nomormu dicari ya langsung ad namamu itu si sisi taiknya get contact,1
pedang mata dua disisi lain sgt membantu mendeteksi tukang tipu,2
hahaha kemakan iklan ya fungsinya bukan buat tau nomer kita disave nama siapa tapi biar tau kontak yg chat kita apakah penipu,0
maksudnya knox gan,1
itu gimana caranya,1
makanya jangan buta teknologi ya sampai kaya gini kamu bilang paranoid,1
mana mau dia,1
banyakin konten keamanan siber yng kayak gini bang secara dasar aja,1
tapi aplikasi ini sangat membantu para sales buat ngecek calon customer nya,2
pentingnya make aplikasi jangan izinkan izinkan aja semua liat kebutuhannya lah get contact w yg dizinkan cuman kontak log kontak sama notifikasi yang lain gak w izinin file kamera mikrofon lokasi dll izinin sesuai kebutuhan kita pake aplikasi misal download file manager yg dizinin akses file aja klo dia minta izin kamera dll gk usah izinin toh kita butuhnya buat atur file doank,1
perlu mawas akan privasi online bisa mariekondoing apps aware sama requirement akses apps dll,1
yg akses kamera bukan berarti mereka bebas ngaktifin kamera kita kapan aja tp while in use ketika aplikasinya lg kita buka dan ada fitur yg butuh kamera buat diaktifkan jd jgn terlalu parno,1
tapi kalau cek app permision untuk tiap aplikasi untuk tiap permision yang kita ijinkan misal contacts ada muncul accessed in past  hours sedang kamera mic storage tidak ada peringatan seperti itu,1
nice info bang,1
ya balik lagi ke kebutuhan dan kepercayaan kita terhadap appnya kalo dia butuh permission ke phone memang buat baca log panggilan masuk kalo yg lain itu menurut saya android gk ngijinin aplikasi third party untuk ngapa ngapain selain ngeread itu kalo write segala macem tetep bisa dengan syarat pemilik hpnya yg melakukan itu untuk contoh get contact sepertinya masih masuk akal untuk permission storage itu minimal banget penggunaannya untuk nyimpen screenshot hastag kita setau saya untuk camera dan microphone saya tidak tau karena tidak pake jadi ya begitulah skeptis ama permission emang bener tapi kita juga harus tau tujuan sebenarnya sebuah app minta permission,1
kalo urusan izin reroute ongoing call dll itu emg bahaya bisa disadap sih emg agak ngeri kalo pake app yang ada permission begitu jadi penggunaanya sebisa mungkin di minimalisir dan dipake pas buat nyari info kontak aja setelah itu aplikasi tersebut di freeze dan di revoke semua permissionnya saat gk digunakan,0
utk app yg gk butuh online  aktifkan firewall datanya gak akan kemana,1
dialognya khas android  hehe,1
udah request pengajuan dari getcontact sama truecaller buat gak bisa share nomer pribadi jadi enggak ada data di  aplikasi tsb  kelemahanya jadi gak bisa akses fiturnya juga sama harus request lagi setiap ada aplikasi sejenis,1
udah lama berenti uninstall get contact ini aplikasi pedang bermata dua,1
cba bang bahas aplilasi serupa seperti truecaller,1
kalo masih mau pakai buat cari nomor doang gaperlu dihapus gpp cuman cek lagi izin nya ditolak semua aja dan freeze app nya,1
bisa di setting kalau hape android izinkan kali ini saja only this time jadi app hnya bisa akses kamera kontak dll hanya ketika kita pake aplikasinya aja biasanya di hape android baru ada fitur yng menunjukkan bahwa kamera atau mic lagi dipake atau nggk biasanya ada ikon di pojok atas ikon mikrofon atau warna ijo buat kamera selama kita bijak menggunakan smartphone insya allah aman,2
saya install karena banyak telepon masuk nggak jelas euy  ngeri om di mana faceorangebitingnails,1
negara open source awokawok,1
izin share video,1
"well
modelan get contact itu filosofinya mirip kaya  pedang
sayang nya  pedang bermata 

kalo kepo pengen tau kontak  orang yg lain yg nelpon 
maka bersiaplah utk diketahui nomer kontaknya  utk mbantu orang lain",1
pilihan while in use bisa di masukan ke allow anytime tetap bahaya,0
ya klo digunakan yg tidak seharusnya privacy nya ya gmna solusinya satu hapus aplikasi getcontact,1
loh emangnya kalian izinin kamera saya ga kasih izin apa,1
"kan ada  pilihan saat aplikasi digunakan selalu izinkan

nah tau kan artinya",1
"coba periksa lagi pengaturan gtc
 klik tiga titik di pojok kanan atas

 pilih kamera atau ambil gambar dan video

 di sana akan muncul penjelasan bahwa
aplikasi ini dapat mengambil foto dan merekam video menggunakan kamera kapan saja

 scroll ke bawah untuk bagian yang lebih menarik dan mengejutkan
kemampuan aplikasi lainnya bim salabim adaada saja bukan 

catatan penting
setiap aplikasi punya izin permissions yang sesuai dengan visi hidup penciptanya 
jadi selalu bijak dalam memeriksa apa yang anda izinkan ya",1
iyaa sih,1
ya namanya akes izin y pihak aplikasi bisa akses kapanpun selama tersambung internet,1
yakin,1
yoi infinix ada fitur ini,1
tidak berlaku di aplikasi tiktok dan produk meta percayalah itu hanya formalitas semata,1
settingannya darimana bg,1
izin aplikasi hanya formalitas kalau di android,1
"klo gitu lebih baik settings smartphone nya untuk auto reject telepon tidak dikenal gan
dari pada pake aplikasi berbahaya macam getcontact",1
kurang bijak gan gimana kalo nomor tidak dikenal itu hr perusahaan atau calon clientcustomer yang mau order produk,1
biasa saja ga usah ngeri masih lebih ngeri bikin chanel lama tapi viewsnya stagnan,1
di getcontact itu ada fitur chat nah di dalam fitur chat itu bisa kirim gambar video voice note dan mengirim file mirip seperti fitur chat whatsapp jadi menurutku wajar aja si minta akses ke kamera microphone dan  storage soalnya kan dari kita kirim video dan foto pasti tersimpan di storage kitaseperti wa tapi jika skeptis ya tinggal di non aktifkan lewat permission setting atau bahkan di uninstall hehehe coba di cek dulu fitur aplikasi nya baru dipikir secara logika jika ada fitur itu akan berhubungan dengan apa pada smartphone kita,1
